#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,risk_it_services,risk_seo_agency,risk_logistics_shell,risk_ecommerce_operator,risk_formation_intermediary,risk_payment_linked,risk_telecom_sim_node,risk_shipping_label_node,risk_carrier_account_broker,risk_score_total,risk_level
51.0,65,Nixtron Ltd,15421221,Yes,2024-01-17,Active,47910,"Office 65, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15421221,https://find-and-update.company-information.service.gov.uk/company/15421221/officers,https://find-and-update.company-information.service.gov.uk/company/15421221/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,6.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,65.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
773.0,817,Nobl Ltd,—,No,,Active,,"Office 817, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,81.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,817.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
323.0,359,Noorae Ltd,16383021,Yes,2025-04-11,Active,"14132, 47710, 47910","Office 359, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16383021,https://find-and-update.company-information.service.gov.uk/company/16383021/officers,https://find-and-update.company-information.service.gov.uk/company/16383021/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,12.0,1.0,False,35.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,359.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
420.0,457,Noosham Ltd,16691822,Yes,2025-09-03,Active,47110,"Office 457, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16691822,https://find-and-update.company-information.service.gov.uk/company/16691822/officers,https://find-and-update.company-information.service.gov.uk/company/16691822/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,58.0,3.0,False,45.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,457.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
107.0,137,Nopetex Ltd,15692134,Yes,2024-04-29,Active,"47722, 47910, 73110, 74100","Office 137, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£1,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15692134,https://find-and-update.company-information.service.gov.uk/company/15692134/officers,https://find-and-update.company-information.service.gov.uk/company/15692134/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,80.0,1.0,False,13.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,137.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
912.0,UNRESOLVED,Northeroom Limited,—,No,,Active,,"85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Office number not parsed from source,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,,,False,False,0.0,no_indicator,none_detected,LOW,,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
831.0,876,Northgate Ellison Group Ltd,—,No,,Active,,"Office 876, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,87.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,876.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
734.0,776,Northline Retail Ltd,—,No,,Active,,"Office 776, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,77.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,776.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
804.0,846,Nouroz Trading Limited,—,No,,Active,,"Office 846, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,84.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,846.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
105.0,135,Nova Nexux Ltd,15693099,Yes,2024-04-30,Active,"47190, 62090, 73110, 74100","Office 135, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£1,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15693099,https://find-and-update.company-information.service.gov.uk/company/15693099/officers,https://find-and-update.company-information.service.gov.uk/company/15693099/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,70.0,1.0,False,13.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,135.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
826.0,869,Novacore Solutions Ltd,—,No,,Active,,"Office 869, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,86.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,869.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
491.0,525,Novalyn Solutions Ltd,16812169,Yes,2025-10-27,Active,73110,"Office 525, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/16812169,https://find-and-update.company-information.service.gov.uk/company/16812169/officers,https://find-and-update.company-information.service.gov.uk/company/16812169/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,180.0,21.0,False,52.0,13.0,False,False,0.0,no_indicator,none_detected,LOW,525.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
735.0,777,Novaoutletstore Ltd,—,No,,Active,,"Office 777, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,77.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,777.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
692.0,738,Novax Global Ltd,—,No,,Active,,"Office 738, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,73.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,738.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
610.0,651,Noventra Group Ltd,16935566,Yes,2025-12-30,Active,47910,"Office 651, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16935566,https://find-and-update.company-information.service.gov.uk/company/16935566/officers,https://find-and-update.company-information.service.gov.uk/company/16935566/filing-history,Companies House URL ready + open.endole.co.uk,user-provided,Retail via mail order ★ Dec 2025,,none,original_or_unresolved,85.0,97.0,False,65.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,651.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
753.0,795,Nudenza Ltd,—,No,,Active,,"Office 795, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,79.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,795.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
10.0,10,Nyc Writers Ltd,14957480,Yes,2023-06-23,Active,"62020, 62090, 73110","Office 10, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,-£265,,MEDIUM,MEDIUM,,,,,,Shared office number: 2 entities,https://find-and-update.company-information.service.gov.uk/company/14957480,https://find-and-update.company-information.service.gov.uk/company/14957480/officers,https://find-and-update.company-information.service.gov.uk/company/14957480/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,1.0,12.0,False,False,0.0,no_indicator,none_detected,LOW,10.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
306.0,346,O2support Ltd,16328059,Yes,2025-03-19,Active,61900,"Office 346, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16328059,https://find-and-update.company-information.service.gov.uk/company/16328059/officers,https://find-and-update.company-information.service.gov.uk/company/16328059/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,133.0,1.0,False,34.0,14.0,False,False,0.0,no_indicator,none_detected,LOW,346.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
596.0,636,OBG Enterprises Limited,—,No,,Active,,"Office 636, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: WV6 0SR,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,63.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,636.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
757.0,800,Octa-Core Solutions Ltd,—,No,,Active,,"Office 800, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,80.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,800.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
812.0,855,Omaa Trade Ltd,—,No,,Active,,"Office 855, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: WV6 0SR,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,85.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,855.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
597.0,637,Omnix Mart Ltd,—,No,,Active,,"Office 637, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,63.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,637.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
